hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests
City Hotel,1,122,2023,November,13,1,2,3,2.0,PRT,Online TA,Transient,79.98,0,0,0,No Deposit,24.0,0.0,3,5.0
City Hotel,0,22,2023,May,2,2,1,2,0.0,ITA,Direct,Transient,152.17,0,2,0,No Deposit,0.0,112.0,3,2.0
City Hotel,0,21,2024,March,17,0,2,2,0.0,PRT,Corporate,Contract,113.94,0,0,0,No Deposit,19.0,106.0,2,2.0
Resort Hotel,1,6,2023,May,21,2,1,3,1.0,FRA,Online TA,Transient,114.68,0,0,0,Non Refund,21.0,109.0,3,4.0
Resort Hotel,0,125,2024,August,3,1,2,2,0.0,PRT,Offline TA/TO,Transient,161.11,0,1,0,No Deposit,0.0,0.0,3,2.0
City Hotel,1,27,2024,August,26,1,2,2,0.0,IRL,Offline TA/TO,Transient,135.3,0,0,0,Non Refund,1.0,110.0,3,2.0
City Hotel,0,51,2023,February,15,1,4,1,1.0,FRA,Online TA,Transient-Party,76.48,0,1,0,No Deposit,6.0,107.0,5,2.0
Resort Hotel,1,138,2024,June,8,1,1,1,0.0,IND,Online TA,Transient,142.45,0,1,0,Non Refund,16.0,115.0,2,1.0
Resort Hotel,1,31,2023,April,6,2,3,2,0.0,ESP,Online TA,Transient,184.71,0,0,0,No Deposit,3.0,106.0,5,2.0
City Hotel,0,98,2023,September,26,2,2,2,0.0,IRL,Direct,Transient-Party,139.09,0,1,0,No Deposit,9.0,108.0,4,2.0
Resort Hotel,0,33,2023,October,9,0,1,1,0.0,ESP,Offline TA/TO,Transient,114.71,0,1,0,No Deposit,13.0,114.0,1,1.0
Resort Hotel,1,72,2023,February,25,0,2,1,0.0,USA,Groups,Transient-Party,139.58,0,1,0,Non Refund,23.0,107.0,2,1.0
City Hotel,0,33,2024,August,11,0,2,1,0.0,DEU,Online TA,Transient-Party,98.32,0,1,0,No Deposit,5.0,100.0,2,1.0
City Hotel,0,29,2023,January,22,1,2,2,0.0,PRT,Groups,Group,103.82,0,0,0,Non Refund,20.0,0.0,3,2.0
City Hotel,1,280,2023,November,2,0,1,2,0.0,GBR,Offline TA/TO,Transient,57.11,0,0,0,No Deposit,2.0,109.0,1,2.0
Resort Hotel,0,17,2024,November,19,0,4,2,0.0,USA,Direct,Transient,108.2,1,1,0,No Deposit,17.0,115.0,4,2.0
Resort Hotel,0,2,2023,December,22,0,3,3,0.0,ITA,Corporate,Transient,176.77,0,1,0,Non Refund,14.0,108.0,3,3.0
City Hotel,0,73,2023,October,18,1,3,4,1.0,PRT,Corporate,Transient-Party,112.55,0,0,0,No Deposit,13.0,118.0,4,5.0
City Hotel,0,103,2023,February,18,2,6,4,1.0,USA,Online TA,Transient,84.44,0,1,0,No Deposit,17.0,102.0,8,5.0
City Hotel,1,27,2024,March,12,0,4,4,0.0,PRT,Online TA,Transient,94.88,0,1,0,Non Refund,9.0,112.0,4,4.0
City Hotel,0,28,2024,September,4,0,2,2,0.0,PRT,Online TA,Transient-Party,141.77,0,1,0,Non Refund,27.0,117.0,2,2.0
Resort Hotel,0,90,2023,May,15,1,1,2,0.0,FRA,Online TA,Transient,92.47,1,0,0,No Deposit,17.0,116.0,2,2.0
City Hotel,0,40,2023,October,11,2,1,1,0.0,USA,Corporate,Transient,91.87,0,0,0,Non Refund,0.0,104.0,3,1.0
Resort Hotel,1,129,2023,October,27,3,4,2,1.0,FRA,Groups,Group,97.46,0,0,1,No Deposit,16.0,116.0,7,3.0
Resort Hotel,0,53,2024,December,19,1,3,3,0.0,PRT,Online TA,Transient-Party,111.81,0,2,1,No Deposit,27.0,105.0,4,3.0
City Hotel,1,16,2023,February,5,1,2,2,0.0,GBR,Corporate,Transient,95.02,0,2,1,No Deposit,1.0,100.0,3,2.0
City Hotel,0,50,2024,October,6,3,2,2,0.0,FRA,Online TA,Transient,74.27,0,4,0,No Deposit,9.0,109.0,5,2.0
City Hotel,0,0,2024,May,13,1,1,2,0.0,FRA,Online TA,Transient,91.06,1,2,0,No Deposit,1.0,105.0,2,2.0
City Hotel,0,22,2023,May,23,0,2,2,1.0,DEU,Online TA,Transient-Party,105.35,0,0,0,No Deposit,18.0,119.0,2,3.0
City Hotel,0,13,2024,January,10,1,3,2,0.0,PRT,Online TA,Contract,92.22,0,0,0,No Deposit,16.0,109.0,4,2.0
City Hotel,0,63,2024,March,24,0,1,2,0.0,ITA,Online TA,Transient,124.74,1,0,0,No Deposit,25.0,105.0,1,2.0
City Hotel,0,8,2024,May,25,3,4,1,0.0,ESP,Online TA,Contract,128.77,0,2,0,No Deposit,4.0,117.0,7,1.0
City Hotel,0,20,2023,September,14,0,3,2,0.0,PRT,Offline TA/TO,Transient,132.34,1,0,0,Refundable,27.0,0.0,3,2.0
Resort Hotel,0,24,2023,October,4,0,1,2,0.0,USA,Online TA,Transient-Party,92.39,0,0,0,No Deposit,3.0,0.0,1,2.0
City Hotel,0,0,2024,January,20,1,4,2,0.0,GBR,Offline TA/TO,Transient,125.67,0,2,0,No Deposit,28.0,109.0,5,2.0
Resort Hotel,0,2,2024,August,23,1,0,2,1.0,PRT,Online TA,Transient,154.94,0,0,0,No Deposit,18.0,105.0,1,3.0
Resort Hotel,0,22,2024,January,12,1,1,2,1.0,IND,Groups,Contract,85.76,0,2,0,No Deposit,3.0,0.0,2,3.0
City Hotel,0,15,2024,September,15,4,1,2,1.0,ESP,Corporate,Transient,89.47,0,1,0,No Deposit,1.0,0.0,5,3.0
Resort Hotel,0,7,2024,June,26,2,2,2,0.0,USA,Groups,Group,67.34,0,1,1,No Deposit,26.0,0.0,4,2.0
City Hotel,0,10,2024,January,10,1,1,2,0.0,PRT,Offline TA/TO,Transient,94.67,0,2,1,No Deposit,11.0,117.0,2,2.0
City Hotel,1,108,2023,August,11,2,1,2,0.0,ESP,Direct,Transient,74.67,1,0,0,Non Refund,0.0,0.0,3,2.0
City Hotel,0,68,2024,May,9,0,2,2,0.0,PRT,Online TA,Transient-Party,67.21,0,0,0,Non Refund,0.0,113.0,2,2.0
City Hotel,0,39,2024,July,11,3,4,2,1.0,ESP,Corporate,Transient,187.11,0,0,0,No Deposit,26.0,111.0,7,3.0
Resort Hotel,0,143,2024,July,2,0,4,2,0.0,GBR,Online TA,Transient,219.76700000000014,0,0,0,No Deposit,25.0,116.0,4,2.0
City Hotel,0,1,2024,July,13,1,2,2,0.0,ESP,Online TA,Transient,90.77,0,1,0,No Deposit,24.0,0.0,3,2.0
City Hotel,0,25,2023,June,27,0,1,1,0.0,FRA,Online TA,Group,86.09,0,1,0,No Deposit,7.0,102.0,1,1.0
City Hotel,0,104,2024,November,22,0,3,1,0.0,BRA,Offline TA/TO,Transient-Party,103.04,0,3,0,No Deposit,5.0,0.0,3,1.0
City Hotel,0,59,2024,August,26,0,5,1,1.0,ESP,Online TA,Transient,79.66,0,0,0,No Deposit,14.0,108.0,5,2.0
City Hotel,1,240,2023,September,26,1,3,4,0.0,GBR,Groups,Transient,96.24,0,1,0,Non Refund,0.0,115.0,4,4.0
Resort Hotel,1,173,2023,December,8,3,2,2,1.0,ITA,Online TA,Transient,138.87,0,0,0,Non Refund,2.0,103.0,5,3.0
City Hotel,1,11,2023,February,21,1,5,2,1.0,FRA,Complementary,Transient,54.45,0,0,0,No Deposit,27.0,100.0,6,3.0
City Hotel,1,214,2023,July,21,0,3,2,0.0,USA,Online TA,Group,94.14,0,0,1,No Deposit,14.0,107.0,3,2.0
Resort Hotel,0,174,2023,February,8,0,4,1,0.0,PRT,Corporate,Transient-Party,55.54,0,1,0,No Deposit,2.0,110.0,4,1.0
Resort Hotel,0,28,2023,June,1,1,2,1,0.0,ITA,Direct,Transient,159.25,0,0,0,No Deposit,6.0,116.0,3,1.0
City Hotel,0,2,2024,October,26,1,1,1,0.0,USA,Offline TA/TO,Group,44.47,0,1,0,Non Refund,27.0,102.0,2,1.0
City Hotel,1,64,2024,June,13,2,1,1,0.0,ESP,Direct,Transient,138.65,0,0,0,Non Refund,27.0,112.0,3,1.0
City Hotel,0,18,2024,February,9,2,2,2,0.0,DEU,Offline TA/TO,Group,102.02,1,0,1,No Deposit,18.0,108.0,4,2.0
Resort Hotel,0,8,2023,January,28,2,0,1,0.0,USA,Offline TA/TO,Transient,115.21,0,0,0,No Deposit,2.0,103.0,2,1.0
City Hotel,0,51,2023,July,6,0,1,3,0.0,FRA,Direct,Transient-Party,174.7,1,0,1,No Deposit,27.0,0.0,1,3.0
City Hotel,0,21,2024,March,15,1,2,2,1.0,USA,Online TA,Transient-Party,117.7,0,2,0,No Deposit,16.0,0.0,3,3.0
Resort Hotel,1,65,2023,December,23,1,0,1,0.0,FRA,Online TA,Transient-Party,167.18,0,0,0,No Deposit,24.0,116.0,1,1.0
City Hotel,0,46,2024,April,16,1,2,1,0.0,USA,Online TA,Transient-Party,81.08,0,1,0,No Deposit,25.0,111.0,3,1.0
City Hotel,0,29,2024,June,4,2,4,2,0.0,GBR,Complementary,Transient,142.47,0,0,0,Non Refund,2.0,106.0,6,2.0
City Hotel,0,12,2024,May,28,2,3,1,0.0,FRA,Corporate,Transient,99.04,0,0,0,No Deposit,8.0,115.0,5,1.0
City Hotel,1,55,2024,April,26,2,2,1,1.0,USA,Online TA,Group,76.07,0,1,0,Non Refund,27.0,105.0,4,2.0
City Hotel,1,106,2023,September,17,2,2,2,0.0,GBR,Online TA,Transient,116.3,0,0,0,No Deposit,16.0,109.0,4,2.0
City Hotel,0,54,2023,June,9,1,0,2,2.0,IND,Offline TA/TO,Group,116.74,0,0,0,No Deposit,2.0,105.0,1,4.0
Resort Hotel,1,56,2024,June,12,2,1,3,0.0,GBR,Online TA,Transient-Party,152.96,1,0,0,No Deposit,0.0,0.0,3,3.0
City Hotel,0,43,2023,February,22,1,0,4,0.0,GBR,Corporate,Transient,88.61,0,0,0,No Deposit,20.0,0.0,1,4.0
City Hotel,0,29,2024,June,19,0,1,2,0.0,PRT,Direct,Group,88.39,0,1,0,Refundable,13.0,111.0,1,2.0
City Hotel,0,36,2023,July,20,2,0,2,0.0,PRT,Corporate,Transient-Party,99.56,0,0,0,No Deposit,0.0,105.0,2,2.0
City Hotel,0,273,2024,August,26,2,1,2,0.0,USA,Groups,Transient,161.64,0,0,0,No Deposit,5.0,102.0,3,2.0
City Hotel,1,83,2024,August,12,2,4,3,0.0,ESP,Direct,Transient,133.19,0,0,0,Non Refund,0.0,116.0,6,3.0
City Hotel,0,33,2024,September,22,1,0,4,0.0,PRT,Direct,Contract,66.66,0,1,0,Refundable,9.0,108.0,1,4.0
City Hotel,1,36,2023,October,6,0,3,2,0.0,ESP,Direct,Transient-Party,72.61,1,1,0,No Deposit,19.0,102.0,3,2.0
City Hotel,1,41,2023,November,12,2,6,4,0.0,ESP,Direct,Transient-Party,51.76,0,1,0,Non Refund,27.0,109.0,8,4.0
City Hotel,1,64,2024,December,9,1,0,2,1.0,PRT,Complementary,Transient-Party,130.81,0,1,0,Refundable,9.0,111.0,1,3.0
City Hotel,1,37,2023,March,20,1,1,1,0.0,FRA,Corporate,Transient,103.92,0,0,0,No Deposit,10.0,115.0,2,1.0
City Hotel,1,69,2024,October,5,2,1,1,0.0,DEU,Online TA,Contract,63.45,0,0,0,No Deposit,20.0,118.0,3,1.0
Resort Hotel,1,23,2024,July,21,2,4,2,0.0,FRA,Groups,Transient,121.13,0,0,0,No Deposit,3.0,118.0,6,2.0
City Hotel,1,31,2024,July,3,1,0,2,0.0,GBR,Direct,Transient,139.06,0,0,0,Refundable,25.0,114.0,1,2.0
Resort Hotel,1,119,2024,January,2,3,0,3,0.0,PRT,Online TA,Transient,90.21,0,1,0,No Deposit,10.0,109.0,3,3.0
City Hotel,0,23,2023,August,8,0,2,2,0.0,ESP,Corporate,Transient,91.58,0,0,0,No Deposit,0.0,105.0,2,2.0
Resort Hotel,1,200,2024,April,10,2,0,1,0.0,FRA,Online TA,Transient,147.77,0,1,0,No Deposit,10.0,115.0,2,1.0
City Hotel,0,11,2024,May,15,3,0,1,0.0,ITA,Corporate,Transient,99.85,0,1,0,Non Refund,0.0,0.0,3,1.0
City Hotel,0,16,2023,June,9,1,3,2,0.0,PRT,Groups,Transient,50.16,0,1,0,No Deposit,4.0,104.0,4,2.0
Resort Hotel,0,37,2024,March,10,2,3,2,0.0,GBR,Online TA,Transient,112.37,0,1,0,No Deposit,13.0,108.0,5,2.0
City Hotel,1,95,2023,May,11,0,2,1,0.0,PRT,Complementary,Transient-Party,162.73,0,0,0,No Deposit,21.0,108.0,2,1.0
Resort Hotel,0,78,2023,October,9,1,4,1,0.0,USA,Corporate,Transient,129.27,0,0,0,No Deposit,9.0,100.0,5,1.0
Resort Hotel,0,11,2023,May,14,1,2,1,0.0,PRT,Direct,Transient,133.72,0,1,0,No Deposit,25.0,116.0,3,1.0
City Hotel,0,16,2024,January,5,0,1,4,2.0,PRT,Online TA,Transient-Party,90.93,0,0,0,No Deposit,0.0,100.0,1,6.0
City Hotel,0,51,2023,March,27,2,7,1,2.0,DEU,Online TA,Transient,81.34,0,0,0,No Deposit,0.0,102.0,9,3.0
Resort Hotel,0,20,2024,March,9,0,4,2,0.0,FRA,Offline TA/TO,Transient,96.57,0,0,0,No Deposit,0.0,117.0,4,2.0
City Hotel,0,32,2024,January,4,3,2,1,0.0,USA,Online TA,Group,49.11,0,1,0,Refundable,2.0,108.0,5,1.0
City Hotel,0,40,2023,July,2,0,2,3,0.0,PRT,Offline TA/TO,Transient,91.86,0,0,0,No Deposit,20.0,115.0,2,3.0
Resort Hotel,1,54,2023,January,19,1,2,2,0.0,ESP,Corporate,Transient,139.08,0,1,0,Non Refund,28.0,113.0,3,2.0
City Hotel,1,17,2024,July,1,1,2,3,0.0,PRT,Groups,Transient-Party,120.67,0,0,0,Non Refund,29.0,108.0,3,3.0
Resort Hotel,1,10,2023,April,21,1,2,2,0.0,PRT,Online TA,Transient-Party,154.79,0,0,0,No Deposit,16.0,117.0,3,2.0
Resort Hotel,0,30,2024,September,1,0,1,2,1.0,USA,Online TA,Contract,62.2,0,0,0,No Deposit,1.0,0.0,1,3.0
City Hotel,0,5,2023,July,12,0,2,2,0.0,PRT,Corporate,Transient,125.1,1,0,0,No Deposit,25.0,0.0,2,2.0
City Hotel,1,44,2024,May,11,1,3,3,0.0,ESP,Offline TA/TO,Transient-Party,158.89,0,1,1,No Deposit,0.0,104.0,4,3.0
City Hotel,1,109,2024,July,1,4,0,1,1.0,PRT,Groups,Transient-Party,126.14,0,0,0,Non Refund,1.0,112.0,4,2.0
City Hotel,0,7,2023,September,14,2,1,2,0.0,GBR,Corporate,Transient,121.62,0,0,0,Non Refund,2.0,105.0,3,2.0
City Hotel,0,7,2023,October,27,1,2,4,0.0,FRA,Corporate,Transient,73.78,1,1,0,No Deposit,25.0,0.0,3,4.0
City Hotel,1,5,2023,June,11,0,3,2,1.0,PRT,Online TA,Transient-Party,102.97,0,0,0,No Deposit,26.0,101.0,3,3.0
Resort Hotel,0,112,2023,January,7,0,2,3,0.0,FRA,Online TA,Transient,98.41,0,0,0,No Deposit,7.0,106.0,2,3.0
City Hotel,0,5,2024,June,2,3,1,2,0.0,PRT,Online TA,Transient,103.2,0,0,0,No Deposit,24.0,113.0,4,2.0
Resort Hotel,1,246,2024,January,15,0,2,2,0.0,FRA,Online TA,Transient,86.34,0,0,0,Refundable,29.0,0.0,2,2.0
City Hotel,1,26,2023,December,8,1,0,2,0.0,FRA,Direct,Transient,129.11,0,1,0,No Deposit,9.0,100.0,1,2.0
Resort Hotel,0,5,2024,August,20,0,2,2,1.0,DEU,Offline TA/TO,Transient,219.76700000000014,0,1,0,No Deposit,16.0,119.0,2,3.0
City Hotel,0,52,2023,May,25,0,3,2,0.0,PRT,Corporate,Transient,94.83,1,0,0,No Deposit,14.0,107.0,3,2.0
City Hotel,0,52,2023,May,15,2,0,1,1.0,GBR,Offline TA/TO,Group,74.94,1,0,1,No Deposit,11.0,119.0,2,2.0
City Hotel,1,22,2024,November,8,0,2,3,0.0,DEU,Corporate,Transient,61.97,0,0,1,No Deposit,19.0,115.0,2,3.0
Resort Hotel,0,27,2024,August,10,0,2,2,0.0,ITA,Offline TA/TO,Group,127.99,0,0,0,No Deposit,24.0,116.0,2,2.0
Resort Hotel,1,23,2024,August,19,1,3,2,0.0,GBR,Online TA,Contract,158.76,0,0,1,Non Refund,4.0,0.0,4,2.0
Resort Hotel,1,33,2023,January,3,0,2,2,0.0,IRL,Offline TA/TO,Transient,129.37,0,1,1,Non Refund,17.0,118.0,2,2.0
City Hotel,1,25,2024,May,20,0,1,1,0.0,FRA,Offline TA/TO,Transient,136.94,0,0,0,No Deposit,29.0,0.0,1,1.0
City Hotel,1,67,2024,December,14,1,0,3,1.0,PRT,Offline TA/TO,Transient-Party,133.96,0,0,0,No Deposit,23.0,0.0,1,4.0
City Hotel,0,21,2024,May,9,0,4,2,0.0,PRT,Online TA,Group,81.61,0,0,0,No Deposit,10.0,105.0,4,2.0
Resort Hotel,0,25,2023,August,9,1,5,2,1.0,FRA,Online TA,Transient,165.15,0,0,0,No Deposit,28.0,0.0,6,3.0
City Hotel,0,34,2023,January,21,2,0,2,2.0,BRA,Online TA,Transient,62.95,0,1,0,No Deposit,2.0,111.0,2,4.0
City Hotel,0,0,2023,July,28,2,0,2,1.0,DEU,Online TA,Contract,133.72,0,2,0,Non Refund,0.0,112.0,2,3.0
City Hotel,0,40,2024,July,25,3,5,2,0.0,ESP,Direct,Transient,145.65,0,3,0,No Deposit,25.0,113.0,8,2.0
City Hotel,0,17,2023,September,6,2,2,4,0.0,PRT,Direct,Transient-Party,139.08,0,1,0,No Deposit,0.0,108.0,4,4.0
City Hotel,0,3,2023,February,8,1,3,2,0.0,ITA,Direct,Transient-Party,89.75,1,3,0,Non Refund,28.0,102.0,4,2.0
Resort Hotel,0,145,2023,March,11,2,2,3,0.0,ESP,Online TA,Transient,107.48,0,0,0,No Deposit,25.0,0.0,4,3.0
City Hotel,0,23,2023,April,8,0,1,4,0.0,PRT,Online TA,Transient,106.49,1,2,0,No Deposit,15.0,107.0,1,4.0
City Hotel,0,33,2024,January,12,1,3,2,0.0,PRT,Corporate,Transient-Party,75.4,0,0,0,No Deposit,27.0,100.0,4,2.0
Resort Hotel,0,10,2024,October,23,1,0,2,0.0,GBR,Complementary,Contract,142.29,0,2,0,Refundable,8.0,0.0,1,2.0
Resort Hotel,1,113,2023,March,4,0,2,3,1.0,USA,Offline TA/TO,Transient-Party,131.85,0,0,0,Non Refund,29.0,112.0,2,4.0
Resort Hotel,0,16,2024,March,16,0,1,1,0.0,GBR,Offline TA/TO,Transient,113.07,0,1,0,No Deposit,23.0,107.0,1,1.0
City Hotel,0,53,2023,March,20,1,0,2,2.0,ITA,Corporate,Transient-Party,89.9,0,1,0,No Deposit,7.0,0.0,1,4.0
City Hotel,0,69,2023,August,6,1,0,2,0.0,PRT,Groups,Transient,114.78,0,0,0,No Deposit,14.0,104.0,1,2.0
City Hotel,1,141,2023,September,9,0,1,3,0.0,PRT,Groups,Transient-Party,146.31,0,1,0,No Deposit,23.0,112.0,1,3.0
Resort Hotel,0,56,2023,October,23,0,2,2,0.0,PRT,Groups,Transient,150.72,0,0,0,No Deposit,26.0,111.0,2,2.0
City Hotel,0,50,2024,October,21,1,2,2,0.0,ESP,Direct,Transient-Party,91.37,0,1,0,No Deposit,5.0,0.0,3,2.0
Resort Hotel,0,13,2024,October,24,1,1,1,0.0,GBR,Online TA,Transient-Party,128.42,0,1,1,No Deposit,1.0,0.0,2,1.0
City Hotel,0,12,2023,September,17,0,3,2,0.0,DEU,Online TA,Transient,122.81,0,0,0,No Deposit,16.0,107.0,3,2.0
City Hotel,0,48,2023,June,17,2,4,2,0.0,ESP,Online TA,Transient,84.95,0,1,0,No Deposit,0.0,118.0,6,2.0
City Hotel,1,62,2023,September,25,0,1,3,0.0,ESP,Direct,Transient,162.13,0,0,0,Refundable,7.0,100.0,1,3.0
Resort Hotel,1,137,2024,June,24,1,3,2,0.0,PRT,Corporate,Group,57.74,0,1,0,No Deposit,25.0,104.0,4,2.0
City Hotel,0,35,2024,February,22,0,2,1,2.0,IRL,Direct,Transient,60.2,0,1,0,No Deposit,22.0,111.0,2,3.0
City Hotel,0,89,2024,January,13,0,2,2,1.0,ITA,Online TA,Transient,50.56,0,0,0,No Deposit,0.0,114.0,2,3.0
City Hotel,0,11,2023,August,17,0,3,2,1.0,GBR,Offline TA/TO,Group,129.33,0,1,0,No Deposit,10.0,0.0,3,3.0
City Hotel,0,10,2024,March,14,1,2,3,0.0,PRT,Groups,Contract,100.41,0,1,0,No Deposit,23.0,105.0,3,3.0
City Hotel,0,44,2023,January,2,1,1,2,0.0,USA,Direct,Contract,85.11,0,0,0,No Deposit,1.0,106.0,2,2.0
Resort Hotel,0,54,2024,August,26,0,2,2,0.0,IND,Offline TA/TO,Transient,92.48,0,0,0,No Deposit,8.0,116.0,2,2.0
Resort Hotel,0,60,2024,December,19,2,3,1,0.0,PRT,Direct,Contract,175.01,0,0,0,No Deposit,21.0,119.0,5,1.0
City Hotel,0,82,2024,January,26,0,3,2,1.0,ESP,Groups,Transient,78.16,0,0,0,No Deposit,0.0,0.0,3,3.0
Resort Hotel,0,20,2024,August,28,0,9,2,0.0,PRT,Online TA,Transient-Party,171.48,1,0,0,No Deposit,13.0,0.0,9,2.0
City Hotel,1,58,2023,January,3,1,2,1,1.0,PRT,Online TA,Transient,133.88,0,0,0,No Deposit,22.0,0.0,3,2.0
City Hotel,0,12,2024,September,2,0,2,2,0.0,USA,Online TA,Transient-Party,102.89,0,2,0,No Deposit,3.0,101.0,2,2.0
City Hotel,0,14,2024,September,28,5,1,1,0.0,DEU,Offline TA/TO,Transient,111.54,0,1,0,No Deposit,1.0,102.0,6,1.0
City Hotel,0,4,2023,December,2,3,1,2,0.0,PRT,Online TA,Transient,95.27,0,0,0,Refundable,5.0,0.0,4,2.0
City Hotel,1,82,2023,September,22,1,0,2,0.0,USA,Offline TA/TO,Transient-Party,143.3,0,2,0,No Deposit,19.0,112.0,1,2.0
City Hotel,0,42,2023,March,7,1,1,1,0.0,DEU,Online TA,Transient,122.04,0,1,0,No Deposit,27.0,104.0,2,1.0
City Hotel,0,16,2023,April,4,2,1,2,0.0,GBR,Online TA,Transient,109.27,0,0,0,No Deposit,12.0,102.0,3,2.0
City Hotel,0,48,2023,May,17,2,2,1,0.0,ESP,Online TA,Transient,97.28,0,1,0,No Deposit,23.0,105.0,4,1.0
City Hotel,0,26,2024,June,6,2,5,3,0.0,IND,Groups,Transient-Party,112.18,1,1,0,No Deposit,16.0,119.0,7,3.0
City Hotel,0,108,2023,September,7,1,2,1,0.0,ITA,Direct,Transient,166.48,1,2,0,No Deposit,27.0,0.0,3,1.0
City Hotel,1,45,2023,November,20,1,3,2,0.0,FRA,Online TA,Transient-Party,98.5,0,1,0,No Deposit,4.0,0.0,4,2.0
Resort Hotel,0,1,2024,December,6,2,4,3,0.0,PRT,Online TA,Transient-Party,106.13,0,0,0,No Deposit,19.0,0.0,6,3.0
Resort Hotel,1,252,2024,April,9,0,2,1,0.0,PRT,Offline TA/TO,Transient-Party,135.69,1,1,0,No Deposit,0.0,119.0,2,1.0
Resort Hotel,0,4,2024,June,20,2,3,3,0.0,PRT,Direct,Transient,142.95,0,1,0,No Deposit,3.0,106.0,5,3.0
Resort Hotel,1,71,2023,January,28,1,3,2,1.0,IRL,Direct,Transient-Party,109.79,0,0,1,No Deposit,9.0,109.0,4,3.0
Resort Hotel,0,34,2024,February,26,2,5,2,1.0,DEU,Groups,Transient,102.19,0,0,0,Non Refund,9.0,118.0,7,3.0
City Hotel,0,17,2024,August,4,0,2,3,0.0,PRT,Direct,Transient,144.15,0,0,0,No Deposit,22.0,119.0,2,3.0
Resort Hotel,0,67,2023,April,26,1,2,3,0.0,ESP,Groups,Transient-Party,124.32,0,2,0,No Deposit,26.0,109.0,3,3.0
Resort Hotel,0,8,2023,October,28,1,3,2,0.0,PRT,Online TA,Group,109.55,0,0,0,Refundable,21.0,114.0,4,2.0
City Hotel,0,117,2024,July,5,2,2,3,0.0,ITA,Groups,Transient,140.54,0,0,0,No Deposit,15.0,0.0,4,3.0
Resort Hotel,0,17,2024,April,19,0,5,1,0.0,DEU,Direct,Transient,128.27,1,1,0,Refundable,9.0,0.0,5,1.0
City Hotel,0,26,2024,September,10,2,1,2,0.0,FRA,Online TA,Group,153.21,0,1,0,No Deposit,0.0,108.0,3,2.0
Resort Hotel,0,60,2024,September,18,0,4,4,0.0,PRT,Online TA,Contract,131.78,0,1,0,No Deposit,6.0,101.0,4,4.0
Resort Hotel,0,0,2024,April,15,1,0,1,0.0,USA,Offline TA/TO,Transient,85.3,1,0,0,No Deposit,25.0,0.0,1,1.0
City Hotel,0,38,2024,August,25,4,2,2,0.0,FRA,Online TA,Transient,159.87,0,0,0,Non Refund,6.0,119.0,6,2.0
City Hotel,0,134,2023,June,1,1,1,4,1.0,GBR,Corporate,Transient,141.98,0,2,0,No Deposit,14.0,0.0,2,5.0
City Hotel,1,68,2023,January,5,2,2,2,0.0,ESP,Corporate,Transient-Party,48.34,0,0,0,No Deposit,10.0,104.0,4,2.0
City Hotel,0,29,2023,July,5,1,2,1,1.0,GBR,Online TA,Transient,135.64,0,2,0,No Deposit,10.0,0.0,3,2.0
City Hotel,0,64,2024,January,8,0,4,3,0.0,USA,Online TA,Transient-Party,79.58,0,2,0,Non Refund,10.0,0.0,4,3.0
Resort Hotel,0,165,2024,March,22,1,2,2,0.0,GBR,Groups,Group,134.42,1,0,0,No Deposit,27.0,0.0,3,2.0
Resort Hotel,0,12,2024,August,22,1,1,1,0.0,FRA,Online TA,Group,189.56,0,0,1,Non Refund,8.0,117.0,2,1.0
City Hotel,0,45,2023,September,22,0,3,3,1.0,PRT,Online TA,Contract,122.63,0,2,0,No Deposit,8.0,117.0,3,4.0
City Hotel,1,16,2024,March,20,2,3,2,0.0,GBR,Online TA,Transient,115.1,0,0,0,Non Refund,11.0,107.0,5,2.0
City Hotel,0,115,2023,January,15,1,4,2,0.0,FRA,Groups,Transient,96.76,1,0,0,No Deposit,21.0,119.0,5,2.0
City Hotel,0,76,2023,January,17,0,2,2,0.0,FRA,Corporate,Transient-Party,117.34,0,1,0,No Deposit,18.0,115.0,2,2.0
City Hotel,1,96,2024,July,19,0,2,2,2.0,ESP,Offline TA/TO,Transient,127.08,0,1,0,Refundable,14.0,109.0,2,4.0
City Hotel,0,171,2024,May,13,2,1,2,0.0,PRT,Online TA,Transient,103.45,0,0,0,No Deposit,0.0,0.0,3,2.0
Resort Hotel,0,15,2024,January,26,0,4,1,0.0,USA,Offline TA/TO,Transient,93.66,0,1,1,No Deposit,6.0,108.0,4,1.0
City Hotel,1,2,2023,June,28,0,2,3,0.0,PRT,Online TA,Group,100.72,0,0,0,No Deposit,4.0,0.0,2,3.0
City Hotel,0,20,2024,June,27,3,2,2,0.0,GBR,Direct,Contract,112.98,0,1,0,No Deposit,6.0,119.0,5,2.0
City Hotel,0,30,2023,April,22,1,4,3,0.0,GBR,Online TA,Transient,124.64,0,0,0,No Deposit,20.0,0.0,5,3.0
City Hotel,0,58,2023,July,21,0,1,1,0.0,IND,Offline TA/TO,Transient,125.98,0,0,0,No Deposit,26.0,0.0,1,1.0
City Hotel,1,95,2024,July,10,0,2,1,0.0,USA,Offline TA/TO,Transient-Party,136.82,0,0,0,Non Refund,25.0,116.0,2,1.0
