hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
City Hotel,1,16,2023,October,23,2,3,2,0.0,ESP,Direct,Contract,108.45,0,0,0,No Deposit,1.0,114.0,5,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.38683111739860154
City Hotel,0,6,2024,May,17,1,1,3,0.0,PRT,Corporate,Group,138.95,0,1,0,Non Refund,26.0,101.0,2,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.5032341417154002
City Hotel,0,3,2024,September,1,4,2,1,0.0,DEU,Direct,Transient-Party,94.31,0,1,0,No Deposit,24.0,118.0,6,1.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.35044375570937614
City Hotel,0,117,2024,June,21,1,3,2,0.0,PRT,Online TA,Transient,147.31,0,3,0,Non Refund,0.0,115.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.6128768280106714
City Hotel,0,3,2023,June,8,2,3,1,0.0,ITA,Offline TA/TO,Group,127.99,0,0,0,No Deposit,20.0,0.0,5,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3641450326392936
Resort Hotel,0,5,2023,March,14,2,3,1,0.0,FRA,Groups,Transient,77.33,0,1,1,No Deposit,10.0,109.0,5,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.225085678343024
City Hotel,0,16,2023,May,10,0,2,1,0.0,ESP,Online TA,Transient-Party,118.44,0,1,0,No Deposit,5.0,101.0,2,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.37969878219432274
Resort Hotel,1,131,2024,October,27,0,2,2,0.0,BRA,Online TA,Transient-Party,128.23,0,1,0,Non Refund,4.0,0.0,2,2.0,91-180 days,Early Planner - Corporate/Contract,0.8486772253884584
Resort Hotel,0,24,2024,July,19,0,1,3,0.0,FRA,Offline TA/TO,Transient,187.3,0,1,1,No Deposit,21.0,0.0,1,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2744498285443825
Resort Hotel,0,12,2023,March,8,0,4,2,0.0,PRT,Online TA,Transient,100.4,0,0,0,No Deposit,12.0,100.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.34900387134970884
City Hotel,0,75,2024,February,19,0,1,3,0.0,GBR,Online TA,Transient,57.19,0,0,0,No Deposit,27.0,100.0,1,3.0,31-90 days,Early Planner - Leisure/Transient,0.4786624965124049
City Hotel,1,23,2024,May,4,1,1,3,0.0,PRT,Corporate,Transient,57.46,0,0,1,No Deposit,5.0,106.0,2,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.43845580367138354
Resort Hotel,1,24,2024,March,10,0,1,1,0.0,IND,Groups,Transient,127.06,0,0,0,No Deposit,0.0,0.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3889604551868413
Resort Hotel,0,80,2024,May,23,2,2,2,0.0,GBR,Offline TA/TO,Transient,160.38,0,1,0,No Deposit,2.0,108.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.3683605596907652
City Hotel,0,17,2024,September,3,0,2,2,0.0,BRA,Corporate,Transient-Party,125.59,0,0,0,No Deposit,26.0,108.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4156381548996514
Resort Hotel,1,136,2024,November,4,4,2,3,0.0,USA,Online TA,Transient-Party,123.28,0,0,0,No Deposit,26.0,108.0,6,3.0,91-180 days,Early Planner - Corporate/Contract,0.610482080833158
Resort Hotel,0,49,2023,October,16,0,3,2,0.0,ITA,Offline TA/TO,Transient,164.93,0,1,0,No Deposit,20.0,101.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34143559775188054
City Hotel,1,46,2023,January,24,0,1,3,0.0,USA,Direct,Transient-Party,94.88,0,2,0,Non Refund,0.0,103.0,1,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.6775905781860098
City Hotel,0,18,2023,April,4,0,2,2,1.0,BRA,Offline TA/TO,Transient,95.6,1,0,0,No Deposit,1.0,106.0,2,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.305249869113912
Resort Hotel,0,108,2023,October,25,1,4,2,0.0,DEU,Online TA,Transient,173.94,0,0,1,No Deposit,15.0,100.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.4828118438354608
City Hotel,0,51,2024,May,20,1,1,2,0.0,BRA,Corporate,Transient,92.73,1,0,1,No Deposit,4.0,116.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34898182312295944
City Hotel,1,10,2024,February,20,0,4,1,0.0,ITA,Corporate,Transient-Party,70.19,1,0,1,Non Refund,17.0,108.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.7320993834278973
Resort Hotel,0,13,2023,December,13,0,2,1,0.0,FRA,Direct,Transient,197.12,0,2,0,No Deposit,7.0,104.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.1888528770412337
City Hotel,1,37,2024,February,21,0,1,3,1.0,IND,Online TA,Transient,46.92,1,0,0,Non Refund,15.0,117.0,1,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6874223952612811
City Hotel,0,90,2023,January,17,2,3,1,0.0,PRT,Online TA,Transient,64.69,0,1,0,No Deposit,2.0,110.0,5,1.0,31-90 days,Early Planner - Leisure/Transient,0.3596061258387058
City Hotel,0,168,2023,August,23,0,3,4,0.0,USA,Online TA,Group,112.86,0,0,0,No Deposit,15.0,109.0,3,4.0,91-180 days,Early Planner - Leisure/Transient,0.5366732014345158
City Hotel,1,65,2023,February,25,0,2,2,0.0,USA,Online TA,Group,61.04,0,0,0,No Deposit,22.0,108.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.5386396837511999
City Hotel,0,42,2023,March,16,1,3,2,0.0,ITA,Corporate,Transient,97.9,0,1,0,No Deposit,29.0,105.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3459375107734431
Resort Hotel,0,17,2023,December,28,0,3,1,0.0,ESP,Direct,Transient,219.76700000000014,0,2,0,No Deposit,0.0,112.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2043876804927041
City Hotel,0,67,2024,February,25,1,2,1,0.0,ESP,Offline TA/TO,Group,78.93,0,0,0,Non Refund,12.0,114.0,3,1.0,31-90 days,Early Planner - Leisure/Transient,0.609677985279777
Resort Hotel,0,241,2023,April,17,4,2,2,0.0,GBR,Groups,Transient,76.1,0,0,0,No Deposit,27.0,104.0,6,2.0,180+ days,Early Planner - Leisure/Transient,0.5776409281749079
Resort Hotel,0,38,2024,January,6,2,1,2,1.0,ESP,Online TA,Transient,67.43,0,1,0,No Deposit,29.0,102.0,3,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3502227099567304
Resort Hotel,0,10,2023,March,3,1,3,1,1.0,IND,Direct,Transient,132.92,0,1,0,No Deposit,0.0,110.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2867822423206087
City Hotel,0,6,2023,May,20,1,4,1,2.0,DEU,Online TA,Group,104.26,0,0,0,Non Refund,15.0,118.0,5,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.5619368577293272
City Hotel,0,18,2023,October,24,0,2,1,0.0,DEU,Online TA,Transient-Party,116.3,0,1,0,No Deposit,27.0,107.0,2,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3622148576455813
Resort Hotel,0,50,2024,January,4,0,2,3,0.0,FRA,Online TA,Transient,114.31,0,0,0,No Deposit,9.0,0.0,2,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3830547463416564
City Hotel,0,176,2023,April,8,0,5,2,1.0,USA,Groups,Transient,83.23,0,2,0,No Deposit,25.0,0.0,5,3.0,91-180 days,Early Planner - Leisure/Transient,0.38541193332939394
Resort Hotel,0,21,2024,June,20,3,2,1,0.0,DEU,Offline TA/TO,Group,106.41,0,1,0,No Deposit,26.0,100.0,5,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.26469410335815385
Resort Hotel,0,39,2024,July,22,0,1,2,0.0,ITA,Direct,Transient-Party,164.79,0,0,0,No Deposit,27.0,113.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4581010770233209
City Hotel,1,150,2024,July,1,1,1,2,0.0,BRA,Online TA,Transient,77.04,0,0,0,Refundable,26.0,112.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.6734107718922572
City Hotel,0,32,2023,June,13,2,1,2,0.0,GBR,Online TA,Transient-Party,74.56,0,2,1,No Deposit,23.0,111.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3499210007348338
City Hotel,0,15,2023,September,26,3,5,1,0.0,DEU,Corporate,Transient,105.94,0,2,0,Refundable,4.0,113.0,8,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.23824079903002598
Resort Hotel,0,10,2023,February,2,2,1,2,0.0,IND,Online TA,Transient-Party,94.7,0,2,0,No Deposit,12.0,111.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.29733085940987436
Resort Hotel,0,36,2024,October,23,1,6,2,0.0,ESP,Groups,Transient,132.48,0,0,0,Non Refund,8.0,118.0,7,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7111176059982663
Resort Hotel,0,96,2023,August,10,2,3,2,0.0,DEU,Direct,Transient,159.11,0,0,0,No Deposit,14.0,108.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.4149841362432897
City Hotel,0,20,2023,August,23,0,4,2,0.0,ESP,Online TA,Transient,120.14,0,0,1,No Deposit,0.0,104.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.43168785550883115
City Hotel,0,43,2024,November,19,1,2,2,0.0,ITA,Online TA,Contract,93.45,1,0,0,No Deposit,20.0,0.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3365332823708636
City Hotel,0,35,2024,November,24,1,4,2,0.0,FRA,Online TA,Transient,88.58,0,1,0,No Deposit,10.0,107.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.32275325116027703
City Hotel,0,12,2024,April,13,1,4,3,0.0,GBR,Offline TA/TO,Transient-Party,30.01,0,0,0,No Deposit,28.0,102.0,5,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4110980206883551
City Hotel,1,152,2023,June,26,1,4,2,0.0,ESP,Corporate,Transient-Party,104.06,0,0,0,No Deposit,13.0,111.0,5,2.0,91-180 days,Early Planner - Corporate/Contract,0.5888458516274341
City Hotel,0,50,2023,November,14,2,2,1,2.0,GBR,Corporate,Transient-Party,80.55,0,2,0,No Deposit,1.0,103.0,4,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.31192577619747114
Resort Hotel,1,78,2023,June,27,2,3,1,0.0,PRT,Direct,Transient,160.28,0,0,0,No Deposit,25.0,116.0,5,1.0,31-90 days,Early Planner - Leisure/Transient,0.41576990347323567
Resort Hotel,0,60,2024,May,11,0,1,2,0.0,IRL,Groups,Transient,179.02,0,1,0,Non Refund,5.0,0.0,1,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.594569604452902
City Hotel,1,374,2024,January,10,2,1,1,0.0,USA,Online TA,Transient-Party,64.06,0,1,0,No Deposit,4.0,116.0,3,1.0,180+ days,Early Planner - Corporate/Contract,0.7560822438403872
City Hotel,1,36,2024,March,7,1,2,2,1.0,USA,Online TA,Transient,76.88,0,0,0,Non Refund,20.0,107.0,3,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7149128911974235
City Hotel,1,33,2024,July,10,0,1,2,0.0,ESP,Corporate,Group,167.19,0,0,0,No Deposit,19.0,0.0,1,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4529651543201175
Resort Hotel,0,26,2024,August,24,1,2,2,0.0,DEU,Online TA,Transient,162.01,0,0,0,No Deposit,12.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.37860776463928203
Resort Hotel,1,26,2023,February,1,0,1,1,0.0,DEU,Offline TA/TO,Transient,113.59,1,0,0,Non Refund,7.0,0.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6989387700656843
City Hotel,0,19,2023,March,14,1,2,3,1.0,ESP,Corporate,Transient,68.6,0,0,0,No Deposit,4.0,0.0,3,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3319070894620752
City Hotel,0,236,2024,April,3,0,1,4,0.0,ITA,Online TA,Transient,86.03,0,1,0,No Deposit,4.0,0.0,1,4.0,180+ days,Early Planner - Leisure/Transient,0.5724241661719492
City Hotel,1,122,2023,November,13,1,2,3,2.0,PRT,Online TA,Transient,79.98,0,0,0,No Deposit,24.0,0.0,3,5.0,91-180 days,Early Planner - Leisure/Transient,0.5107423534225931
City Hotel,0,22,2023,May,2,2,1,2,0.0,ITA,Direct,Transient,152.17,0,2,0,No Deposit,0.0,112.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.30693304290895074
City Hotel,0,21,2024,March,17,0,2,2,0.0,PRT,Corporate,Contract,113.94,0,0,0,No Deposit,19.0,106.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.34538384179937315
Resort Hotel,1,6,2023,May,21,2,1,3,1.0,FRA,Online TA,Transient,114.68,0,0,0,Non Refund,21.0,109.0,3,4.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.6926791151223105
Resort Hotel,0,125,2024,August,3,1,2,2,0.0,PRT,Offline TA/TO,Transient,161.11,0,1,0,No Deposit,0.0,0.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.42069085257761574
City Hotel,1,27,2024,August,26,1,2,2,0.0,IRL,Offline TA/TO,Transient,135.3,0,0,0,Non Refund,1.0,110.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.7548186358234796
City Hotel,0,51,2023,February,15,1,4,1,1.0,FRA,Online TA,Transient-Party,76.48,0,1,0,No Deposit,6.0,107.0,5,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.35610086890165427
Resort Hotel,1,138,2024,June,8,1,1,1,0.0,IND,Online TA,Transient,142.45,0,1,0,Non Refund,16.0,115.0,2,1.0,91-180 days,Early Planner - Leisure/Transient,0.7783485731161812
Resort Hotel,1,31,2023,April,6,2,3,2,0.0,ESP,Online TA,Transient,184.71,0,0,0,No Deposit,3.0,106.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3546207577981486
City Hotel,0,98,2023,September,26,2,2,2,0.0,IRL,Direct,Transient-Party,139.09,0,1,0,No Deposit,9.0,108.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.4678604298774236
Resort Hotel,0,33,2023,October,9,0,1,1,0.0,ESP,Offline TA/TO,Transient,114.71,0,1,0,No Deposit,13.0,114.0,1,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3079378040388526
Resort Hotel,1,72,2023,February,25,0,2,1,0.0,USA,Groups,Transient-Party,139.58,0,1,0,Non Refund,23.0,107.0,2,1.0,31-90 days,Early Planner - Corporate/Contract,0.7858642243321231
City Hotel,0,33,2024,August,11,0,2,1,0.0,DEU,Online TA,Transient-Party,98.32,0,1,0,No Deposit,5.0,100.0,2,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.35266033623796866
City Hotel,0,29,2023,January,22,1,2,2,0.0,PRT,Groups,Group,103.82,0,0,0,Non Refund,20.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6225679077378903
City Hotel,1,280,2023,November,2,0,1,2,0.0,GBR,Offline TA/TO,Transient,57.11,0,0,0,No Deposit,2.0,109.0,1,2.0,180+ days,Early Planner - Leisure/Transient,0.7385466683615877
Resort Hotel,0,17,2024,November,19,0,4,2,0.0,USA,Direct,Transient,108.2,1,1,0,No Deposit,17.0,115.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29191642031672693
Resort Hotel,0,2,2023,December,22,0,3,3,0.0,ITA,Corporate,Transient,176.77,0,1,0,Non Refund,14.0,108.0,3,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.558232195264624
City Hotel,0,73,2023,October,18,1,3,4,1.0,PRT,Corporate,Transient-Party,112.55,0,0,0,No Deposit,13.0,118.0,4,5.0,31-90 days,Early Planner - Corporate/Contract,0.3905792417602261
City Hotel,0,103,2023,February,18,2,6,4,1.0,USA,Online TA,Transient,84.44,0,1,0,No Deposit,17.0,102.0,8,5.0,91-180 days,Early Planner - Leisure/Transient,0.3558840059224784
City Hotel,1,27,2024,March,12,0,4,4,0.0,PRT,Online TA,Transient,94.88,0,1,0,Non Refund,9.0,112.0,4,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6703170392404412
City Hotel,0,28,2024,September,4,0,2,2,0.0,PRT,Online TA,Transient-Party,141.77,0,1,0,Non Refund,27.0,117.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.6457486949646163
Resort Hotel,0,90,2023,May,15,1,1,2,0.0,FRA,Online TA,Transient,92.47,1,0,0,No Deposit,17.0,116.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.3953940669847941
City Hotel,0,40,2023,October,11,2,1,1,0.0,USA,Corporate,Transient,91.87,0,0,0,Non Refund,0.0,104.0,3,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6834193000257571
Resort Hotel,1,129,2023,October,27,3,4,2,1.0,FRA,Groups,Group,97.46,0,0,1,No Deposit,16.0,116.0,7,3.0,91-180 days,Early Planner - Leisure/Transient,0.4609463637998883
Resort Hotel,0,53,2024,December,19,1,3,3,0.0,PRT,Online TA,Transient-Party,111.81,0,2,1,No Deposit,27.0,105.0,4,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4330910701754086
City Hotel,1,16,2023,February,5,1,2,2,0.0,GBR,Corporate,Transient,95.02,0,2,1,No Deposit,1.0,100.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3721540983122227
City Hotel,0,50,2024,October,6,3,2,2,0.0,FRA,Online TA,Transient,74.27,0,4,0,No Deposit,9.0,109.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.31145165433325683
City Hotel,0,0,2024,May,13,1,1,2,0.0,FRA,Online TA,Transient,91.06,1,2,0,No Deposit,1.0,105.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.23457785534572756
City Hotel,0,22,2023,May,23,0,2,2,1.0,DEU,Online TA,Transient-Party,105.35,0,0,0,No Deposit,18.0,119.0,2,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.42339160486416066
City Hotel,0,13,2024,January,10,1,3,2,0.0,PRT,Online TA,Contract,92.22,0,0,0,No Deposit,16.0,109.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.35896889548930894
City Hotel,0,63,2024,March,24,0,1,2,0.0,ITA,Online TA,Transient,124.74,1,0,0,No Deposit,25.0,105.0,1,2.0,31-90 days,Early Planner - Leisure/Transient,0.3607203618160673
City Hotel,0,8,2024,May,25,3,4,1,0.0,ESP,Online TA,Contract,128.77,0,2,0,No Deposit,4.0,117.0,7,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2321374431234408
City Hotel,0,20,2023,September,14,0,3,2,0.0,PRT,Offline TA/TO,Transient,132.34,1,0,0,Refundable,27.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3456627038701541
Resort Hotel,0,24,2023,October,4,0,1,2,0.0,USA,Online TA,Transient-Party,92.39,0,0,0,No Deposit,3.0,0.0,1,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4140399130430695
City Hotel,0,0,2024,January,20,1,4,2,0.0,GBR,Offline TA/TO,Transient,125.67,0,2,0,No Deposit,28.0,109.0,5,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.27339991442515027
Resort Hotel,0,2,2024,August,23,1,0,2,1.0,PRT,Online TA,Transient,154.94,0,0,0,No Deposit,18.0,105.0,1,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3199492144278222
Resort Hotel,0,22,2024,January,12,1,1,2,1.0,IND,Groups,Contract,85.76,0,2,0,No Deposit,3.0,0.0,2,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2668843740062568
City Hotel,0,15,2024,September,15,4,1,2,1.0,ESP,Corporate,Transient,89.47,0,1,0,No Deposit,1.0,0.0,5,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.304882847423759
Resort Hotel,0,7,2024,June,26,2,2,2,0.0,USA,Groups,Group,67.34,0,1,1,No Deposit,26.0,0.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2660049437058598
City Hotel,0,10,2024,January,10,1,1,2,0.0,PRT,Offline TA/TO,Transient,94.67,0,2,1,No Deposit,11.0,117.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.30661351390466735
City Hotel,1,108,2023,August,11,2,1,2,0.0,ESP,Direct,Transient,74.67,1,0,0,Non Refund,0.0,0.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.7560124217675535
City Hotel,0,68,2024,May,9,0,2,2,0.0,PRT,Online TA,Transient-Party,67.21,0,0,0,Non Refund,0.0,113.0,2,2.0,31-90 days,Early Planner - Corporate/Contract,0.6440053650739656
City Hotel,0,39,2024,July,11,3,4,2,1.0,ESP,Corporate,Transient,187.11,0,0,0,No Deposit,26.0,111.0,7,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.35481049123176234
Resort Hotel,0,143,2024,July,2,0,4,2,0.0,GBR,Online TA,Transient,219.76700000000014,0,0,0,No Deposit,25.0,116.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.49980171503670545
City Hotel,0,1,2024,July,13,1,2,2,0.0,ESP,Online TA,Transient,90.77,0,1,0,No Deposit,24.0,0.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2833264914847018
City Hotel,0,25,2023,June,27,0,1,1,0.0,FRA,Online TA,Group,86.09,0,1,0,No Deposit,7.0,102.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3031488767428397
City Hotel,0,104,2024,November,22,0,3,1,0.0,BRA,Offline TA/TO,Transient-Party,103.04,0,3,0,No Deposit,5.0,0.0,3,1.0,91-180 days,Early Planner - Corporate/Contract,0.33909546060035606
City Hotel,0,59,2024,August,26,0,5,1,1.0,ESP,Online TA,Transient,79.66,0,0,0,No Deposit,14.0,108.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.41123220308149805
City Hotel,1,240,2023,September,26,1,3,4,0.0,GBR,Groups,Transient,96.24,0,1,0,Non Refund,0.0,115.0,4,4.0,180+ days,Early Planner - Leisure/Transient,0.8616498281941076
Resort Hotel,1,173,2023,December,8,3,2,2,1.0,ITA,Online TA,Transient,138.87,0,0,0,Non Refund,2.0,103.0,5,3.0,91-180 days,Early Planner - Leisure/Transient,0.8538269497028438
City Hotel,1,11,2023,February,21,1,5,2,1.0,FRA,Complementary,Transient,54.45,0,0,0,No Deposit,27.0,100.0,6,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.47081976109528617
City Hotel,1,214,2023,July,21,0,3,2,0.0,USA,Online TA,Group,94.14,0,0,1,No Deposit,14.0,107.0,3,2.0,180+ days,Early Planner - Leisure/Transient,0.6348745573865869
Resort Hotel,0,174,2023,February,8,0,4,1,0.0,PRT,Corporate,Transient-Party,55.54,0,1,0,No Deposit,2.0,110.0,4,1.0,91-180 days,Early Planner - Corporate/Contract,0.46801784844080335
Resort Hotel,0,28,2023,June,1,1,2,1,0.0,ITA,Direct,Transient,159.25,0,0,0,No Deposit,6.0,116.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.37907342039838504
City Hotel,0,2,2024,October,26,1,1,1,0.0,USA,Offline TA/TO,Group,44.47,0,1,0,Non Refund,27.0,102.0,2,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3736511872878777
City Hotel,1,64,2024,June,13,2,1,1,0.0,ESP,Direct,Transient,138.65,0,0,0,Non Refund,27.0,112.0,3,1.0,31-90 days,Early Planner - Leisure/Transient,0.7558309346378613
City Hotel,0,18,2024,February,9,2,2,2,0.0,DEU,Offline TA/TO,Group,102.02,1,0,1,No Deposit,18.0,108.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.299739015271978
Resort Hotel,0,8,2023,January,28,2,0,1,0.0,USA,Offline TA/TO,Transient,115.21,0,0,0,No Deposit,2.0,103.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3121368342346794
City Hotel,0,51,2023,July,6,0,1,3,0.0,FRA,Direct,Transient-Party,174.7,1,0,1,No Deposit,27.0,0.0,1,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3519151780234649
City Hotel,0,21,2024,March,15,1,2,2,1.0,USA,Online TA,Transient-Party,117.7,0,2,0,No Deposit,16.0,0.0,3,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3963944536034021
Resort Hotel,1,65,2023,December,23,1,0,1,0.0,FRA,Online TA,Transient-Party,167.18,0,0,0,No Deposit,24.0,116.0,1,1.0,31-90 days,Early Planner - Corporate/Contract,0.47883415845287997
City Hotel,0,46,2024,April,16,1,2,1,0.0,USA,Online TA,Transient-Party,81.08,0,1,0,No Deposit,25.0,111.0,3,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3564679039398314
City Hotel,0,29,2024,June,4,2,4,2,0.0,GBR,Complementary,Transient,142.47,0,0,0,Non Refund,2.0,106.0,6,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6590627638995159
City Hotel,0,12,2024,May,28,2,3,1,0.0,FRA,Corporate,Transient,99.04,0,0,0,No Deposit,8.0,115.0,5,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32629535302739143
City Hotel,1,55,2024,April,26,2,2,1,1.0,USA,Online TA,Group,76.07,0,1,0,Non Refund,27.0,105.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.5885265333510252
City Hotel,1,106,2023,September,17,2,2,2,0.0,GBR,Online TA,Transient,116.3,0,0,0,No Deposit,16.0,109.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.47118846382325624
